PhraseID,EN,IT,PT-BR,TR,ES-ES,SV,NL
QID28_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand t-shirt, as a percentage of its original price </strong>when it was new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per la <strong>maglietta di seconda mano, come percentuale del suo prezzo originale</strong> da nuova?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","<p>Qual é o <b>preço mais alto</b> que você estaria disposto a pagar pela <strong>camiseta de segunda mão, como uma porcentagem do seu preço original</strong> quando era nova?</p>➘➘<p>&nbsp;</p>➘➘<p>Use o controle deslizante para indicar sua resposta, onde:</p>➘➘<ul>➘ <li><b>0</b> significa que você não compraria o produto de segunda mão a nenhum preço.</li>➘ <li><b>100</b> significa que você pagaria tanto pelo produto de segunda mão quanto pelo produto novo.&nbsp;</li>➘</ul>","<p><b>İkinci el tişört</b> için, <strong>yeni fiyatının yüzdesi olarak</strong> ödemeye hazır olduğunuz <b>en yüksek fiyat</b> nedir?</p>➘➘<p> </p>➘➘<p>Cevabınızı belirtmek için kaydırıcıyı kullanınız; burada:</p>➘➘<ul>➘	<li><b>0</b> ikinci el ürünü hiçbir fiyata satın almayacağınız anlamına gelir.</li>➘	<li><b>100</b> ikinci el ürün için yeni ürünle aynı miktarı ödeyeceğiniz anlamına gelir. </li>➘</ul>➘","<p>¿Cuál es el <b>precio más alto </b>que estarías dispuesto a pagar por la <strong>camiseta de segunda mano, como porcentaje de su precio original </strong>cuando era nueva?</p>➘➘<p>&nbsp;</p>➘➘<p>Usa el deslizador para indicar tu respuesta, donde:</p>➘➘<ul>➘ <li><b>0</b> significa que no comprarías el producto de segunda mano a ningún precio.</li>➘ <li><b>100</b> significa que pagarías tanto por el producto de segunda mano como por el producto nuevo.&nbsp;</li>➘</ul>","<p>Vad är det <b>högsta priset</b> du skulle vara villig att betala för <strong>den begagnade t-shirten, som en procentandel av dess ursprungliga pris</strong> när den var ny?</p>➘➘<p>&nbsp;</p>➘➘<p>Använd skjutreglaget för att ange ditt svar, där:</p>➘➘<ul>➘ <li><b>0</b> betyder att du inte skulle köpa den begagnade produkten till något pris.</li>➘ <li><b>100</b> betyder att du skulle betala lika mycket för den begagnade produkten som för den nya produkten.&nbsp;</li>➘</ul>","<p>Wat is de <b>hoogste prijs</b> die je zou willen betalen voor het <strong>tweedehands t-shirt, als percentage van de oorspronkelijke prijs</strong> toen het nieuw was?</p>➘➘<p>&nbsp;</p>➘➘<p>Gebruik de slider om je antwoord aan te geven, waarbij:</p>➘➘<ul>➘ <li><b>0</b> betekent dat je het tweedehands product voor geen enkele prijs zou kopen.</li>➘ <li><b>100</b> betekent dat je net zoveel zou betalen voor het tweedehands product als voor het nieuwe product.&nbsp;</li>➘</ul>"
QID28_Choice1,Percentage price (%),Prezzo percentuale (%),Preço percentual (%),Yüzde fiyatı (%),Precio porcentual (%),Procentpris (%),Percentage prijs (%)
QID45_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_Ua0gJ9cWE8F37Fq"" style=""width: 391px; height: 500px;"" width=""391"" />",,,,,,
QID57_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_KBOE0I1DF2ltqf3"" style=""width: 455px; height: 500px;"" width=""455"" />",,,,,,
QID56_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_ieo3eSKrdqhqmn7"" style=""width: 527px; height: 500px;"" width=""527"" />",,,,,,
QID55_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_Vo1WXKD9tGoqqFm"" style=""width: 501px; height: 500px;"" width=""501"" />",,,,,,
QID54_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_76xkzQK9pgNN7xc"" style=""width: 667px; height: 500px;"" width=""667"" />",,,,,,
QID53_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_atb7PdhvWGLSZQx"" style=""width: 501px; height: 500px;"" width=""501"" />",,,,,,
QID29_QuestionText,"<p>The&nbsp;<strong>hat</strong>&nbsp;in the picture is <strong>second-hand</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Please, rate the product in the picture on the following dimensions, from 0 (not at all) to 100 (extremely).&nbsp;</p>➘➘<ul>➘</ul>","<p>Il <strong>cappello</strong> nella foto è <strong>di seconda mano</strong>.<br />➘<br />➘Ti preghiamo di valutare il prodotto nella foto sulle seguenti dimensioni, da 0 (per niente) a 100 (estremamente).</p>➘","<p>O&nbsp;<strong>chapéu</strong>&nbsp;na imagem é <strong>de segunda mão</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Por favor, avalie o produto na imagem nas seguintes dimensões, de 0 (nada) a 100 (extremamente).&nbsp;</p>➘➘<ul>➘</ul>","<p>Resimdeki <strong>Şapka</strong> <strong>ikinci eldir</strong>.</p>➘➘<p> </p>➘➘<p>Lütfen, resimdeki ürünü aşağıdaki boyutlarda 0 (hiç) ile 100 (son derece) arasında değerlendiriniz. </p>➘➘<ul>➘</ul>➘","<p>El&nbsp;<strong>sombrero</strong>&nbsp;en la imagen es de <strong>segunda mano</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Por favor, evalúa el producto en la imagen en las siguientes dimensiones, de 0 (nada) a 100 (extremadamente).&nbsp;</p>➘➘<ul>➘</ul>","<p>Hatten på bilden är <strong>begagnad</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Vänligen betygsätt produkten på bilden enligt följande dimensioner, från 0 (inte alls) till 100 (extremt).&nbsp;</p>➘➘<ul>➘</ul>","<p>De&nbsp;<strong>hoed</strong>&nbsp;op de foto is <strong>tweedehands</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Beoordeel alsjeblieft het product op de foto op de volgende dimensies, van 0 (helemaal niet) tot 100 (uiterst).&nbsp;</p>➘➘<ul>➘</ul>"
QID29_Choice1,Appealing,Attraente,Atraente,Çekici,Atractivo,Tilltalande,Aantrekkelijk
QID29_Choice3,Clean/hygienic,Pulito/igienico,Limpo/higiênico,Temiz/hijyenik,Limpio/higiénico,Ren/hygienisk,Schoon/hygiënisch
QID29_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","Eu me sentiria confortável em usá-la, mesmo sabendo que outra pessoa já a usou",Bir başkasının giymiş olduğunu bilsem bile onu giymekten rahat hissederdim,"Me sentiría cómodo(a) usándolo, incluso sabiendo que otra persona lo ha usado","Jag skulle känna mig bekväm med att bära den, även om jag visste att någon annan hade haft den på sig","Ik zou me er prettig bij voelen om het te dragen, zelfs als ik wist dat iemand anders het al had gedragen"
QID29_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","Eu gostaria de tê-lo, mesmo sabendo que outra pessoa já o usou",Bir başkasının giymiş olduğunu bilsem bile onu sahip olmak isterdim,"Me gustaría tenerlo, incluso sabiendo que otra persona lo ha usado","Jag skulle vilja ha den, även om jag visste att någon annan hade haft den på sig","Ik zou het graag hebben, zelfs als ik wist dat iemand anders het al had gedragen"
QID30_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand hat, as a percentage of its original price </strong>when it was new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per il <strong>cappello di seconda mano, come percentuale del suo prezzo originale</strong> da nuovo?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","<p>Qual é o <b>preço mais alto</b> que você estaria disposto a pagar pelo <strong>chapéu de segunda mão, como uma porcentagem do seu preço original</strong> quando era novo?</p>➘➘<p>&nbsp;</p>➘➘<p>Use o controle deslizante para indicar sua resposta, onde:</p>➘➘<ul>➘ <li><b>0</b> significa que você não compraria o produto de segunda mão a qualquer preço.</li>➘ <li><b>100</b> significa que você pagaria tanto pelo produto de segunda mão quanto pelo produto novo.&nbsp;</li>➘</ul>","<p><b>İkinci el Şapka</b> için, <strong>yeni fiyatının yüzdesi olarak</strong> ödemeye hazır olduğunuz <b>en yüksek fiyat</b> nedir?</p>➘➘<p> </p>➘➘<p>Cevabınızı belirtmek için kaydırıcıyı kullanınız; burada:</p>➘➘<ul>➘	<li><b>0</b> ikinci el ürünü hiçbir fiyata satın almayacağınız anlamına gelir.</li>➘	<li><b>100</b> ikinci el ürün için yeni ürünle aynı miktarı ödeyeceğiniz anlamına gelir. </li>➘</ul>➘","<p>¿Cuál es el <b>precio más alto</b> que estarías dispuesto a pagar por el <strong>sombrero de segunda mano, como porcentaje de su precio original</strong> cuando era nuevo?</p>➘➘<p>&nbsp;</p>➘➘<p>Usa el deslizador para indicar tu respuesta, donde:</p>➘➘<ul>➘ <li><b>0</b> significa que no comprarías el producto de segunda mano a ningún precio.</li>➘ <li><b>100</b> significa que pagarías tanto por el producto de segunda mano como por el producto nuevo.&nbsp;</li>➘</ul>","<p>Vad är det <b>högsta priset</b> du skulle vara villig att betala för <strong>den begagnade hatten, som en procentandel av dess ursprungliga pris</strong> när den var ny?</p>➘➘<p>&nbsp;</p>➘➘<p>Använd skjutreglaget för att ange ditt svar, där:</p>➘➘<ul>➘ <li><b>0</b> betyder att du inte skulle köpa den begagnade produkten till något pris.</li>➘ <li><b>100</b> betyder att du skulle betala lika mycket för den begagnade produkten som för den nya produkten.&nbsp;</li>➘</ul>","<p>Wat is de <b>hoogste prijs</b> die je zou willen betalen voor de <strong>tweedehands hoed, als percentage van de oorspronkelijke prijs</strong> toen deze nieuw was?</p>➘➘<p>&nbsp;</p>➘➘<p>Gebruik de slider om je antwoord aan te geven, waarbij:</p>➘➘<ul>➘ <li><b>0</b> betekent dat je het tweedehands product voor geen enkele prijs zou kopen.</li>➘ <li><b>100</b> betekent dat je net zoveel zou betalen voor het tweedehands product als voor het nieuwe product.&nbsp;</li>➘</ul>"
QID30_Choice1,Percentage price (%),Prezzo percentuale (%),Preço percentual (%),Yüzde fiyatı (%),Precio porcentual (%),Procentpris (%),Percentage prijs (%)
QID58_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_ANT9aaq1cmcW6R7"" style=""width: 419px; height: 500px;"" width=""419"" />",,,,,,
QID130_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_yQonckqJWX3p52t"" style=""width: 382px; height: 500px;"" width=""382"" />",,,,,,
QID60_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_1lWROpLtUifF6H9"" style=""height: 500px; width: 500px;"" width=""500"" />",,,,,,
QID61_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_seBqTkZW9SNbEbX"" style=""width: 505px; height: 500px;"" width=""505"" />",,,,,,
QID62_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_FMKaCVx2d3WstEf"" style=""width: 414px; height: 500px;"" width=""414"" />",,,,,,
QID63_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_yT6GiKDi2z1G0te"" style=""width: 408px; height: 500px;"" width=""408"" />",,,,,,
QID64_QuestionText,"<p>The&nbsp;<strong>socks</strong>&nbsp;in the picture are&nbsp;<strong>second-hand</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Please, rate the product in the picture on the following dimensions, from 0 (not at all) to 100 (extremely).&nbsp;</p>➘➘<ul>➘</ul>","<p>I <strong>calzini</strong> nella foto sono <strong>di seconda mano</strong>.<br />➘<br />➘Ti preghiamo di valutare il prodotto nella foto sulle seguenti dimensioni, da 0 (per niente) a 100 (estremamente).</p>➘","<p>As&nbsp;<strong>meias</strong>&nbsp;na imagem são&nbsp;<strong>de segunda mão</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Por favor, avalie o produto na imagem nas seguintes dimensões, de 0 (nada) a 100 (extremamente).&nbsp;</p>➘➘<ul>➘</ul>","<p>Resimdeki <strong>Çoraplar</strong> <strong>ikinci eldir</strong>.</p>➘➘<p> </p>➘➘<p>Lütfen, resimdeki ürünleri aşağıdaki boyutlarda 0 (hiç) ile 100 (son derece) arasında değerlendiriniz. </p>➘➘<ul>➘</ul>➘","<p>Los&nbsp;<strong>calcetines</strong>&nbsp;en la imagen son&nbsp;<strong>de segunda mano</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Por favor, evalúa el producto en la imagen en las siguientes dimensiones, de 0 (nada) a 100 (extremadamente).&nbsp;</p>➘➘<ul>➘</ul>","<p>Strumporna på bilden är <strong>begagnade</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Vänligen betygsätt produkten på bilden enligt följande dimensioner, från 0 (inte alls) till 100 (extremt).&nbsp;</p>➘➘<ul>➘</ul>","<p>De&nbsp;<strong>sokken</strong>&nbsp;op de foto zijn&nbsp;<strong>tweedehands</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Beoordeel alstublieft het product op de foto op de volgende dimensies, van 0 (helemaal niet) tot 100 (extreem).&nbsp;</p>➘➘<ul>➘</ul>"
QID64_Choice1,Appealing,Attraente,Atraente,Çekici,Atractivo,Tilltalande,Aantrekkelijk
QID64_Choice3,Clean/hygienic,Pulito/igienico,Limpo/higiênico,Temiz/hijyenik,Limpio/higiénico,Ren/hygienisk,Schoon/hygiënisch
QID64_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","Eu me sentiria confortável em usá-la, mesmo sabendo que outra pessoa já a usou",Bir başkasının giymiş olduğunu bilsem bile onu giymekten rahat hissederdim,"Me sentiría cómodo(a) usándolo, incluso sabiendo que otra persona lo ha usado","Jag skulle känna mig bekväm med att bära den, även om jag visste att någon annan hade haft den på sig","Ik zou me er prettig bij voelen om het te dragen, zelfs als ik wist dat iemand anders het al had gedragen"
QID64_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","Eu gostaria de tê-lo, mesmo sabendo que outra pessoa já o usou",Bir başkasının giymiş olduğunu bilsem bile onu sahip olmak isterdim,"Me gustaría tenerlo, incluso sabiendo que otra persona lo ha usado","Jag skulle vilja ha den, även om jag visste att någon annan hade haft den på sig","Ik zou het graag hebben, zelfs als ik wist dat iemand anders het al had gedragen"
QID65_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand socks, as a percentage of their original price </strong>when they were new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per i <strong>calzini di seconda mano, come percentuale del loro prezzo originale</strong> da nuovi?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","<p>Qual é o <b>preço mais alto</b> que você estaria disposto a pagar pelas <strong>meias de segunda mão, como uma porcentagem do preço original</strong> quando eram novas?</p>➘➘<p>&nbsp;</p>➘➘<p>Use o controle deslizante para indicar sua resposta, onde:</p>➘➘<ul>➘ <li><b>0</b> significa que você não compraria o produto de segunda mão a nenhum preço.</li>➘ <li><b>100</b> significa que você pagaria tanto pelo produto de segunda mão quanto pelo produto novo.&nbsp;</li>➘</ul>","<p><b>İkinci el Çoraplar</b> için, <strong>yeni fiyatının yüzdesi olarak</strong> ödemeye hazır olduğunuz <b>en yüksek fiyat</b> nedir?</p>➘➘<p> </p>➘➘<p>Cevabınızı belirtmek için kaydırıcıyı kullanınız; burada:</p>➘➘<ul>➘	<li><b>0</b> ikinci el ürünü hiçbir fiyata satın almayacağınız anlamına gelir.</li>➘	<li><b>100</b> ikinci el ürün için yeni ürünle aynı miktarı ödeyeceğiniz anlamına gelir. </li>➘</ul>➘","<p>¿Cuál es el <b>precio más alto</b> que estarías dispuesto a pagar por los <strong>calcetines de segunda mano, como porcentaje de su precio original</strong> cuando eran nuevos?</p>➘➘<p>&nbsp;</p>➘➘<p>Usa el deslizador para indicar tu respuesta, donde:</p>➘➘<ul>➘ <li><b>0</b> significa que no comprarías el producto de segunda mano a ningún precio.</li>➘ <li><b>100</b> significa que pagarías tanto por el producto de segunda mano como por el producto nuevo.&nbsp;</li>➘</ul>","<p>Vad är det <b>högsta priset</b> du skulle vara villig att betala för de <strong>begagnade strumporna, som en procentandel av deras ursprungliga pris</strong> när de var nya?</p>➘➘<p>&nbsp;</p>➘➘<p>Använd skjutreglaget för att ange ditt svar, där:</p>➘➘<ul>➘ <li><b>0</b> betyder att du inte skulle köpa den begagnade produkten till något pris.</li>➘ <li><b>100</b> betyder att du skulle betala lika mycket för den begagnade produkten som för den nya produkten.&nbsp;</li>➘</ul>","<p>Wat is de <b>hoogste prijs</b> die je zou willen betalen voor de <strong>tweedehands sokken, als percentage van hun oorspronkelijke prijs</strong> toen ze nieuw waren?</p>➘➘<p>&nbsp;</p>➘➘<p>Gebruik de slider om je antwoord aan te geven, waarbij:</p>➘➘<ul>➘ <li><b>0</b> betekent dat je het tweedehands product voor geen enkele prijs zou kopen.</li>➘ <li><b>100</b> betekent dat je evenveel zou betalen voor het tweedehands product als voor het nieuwe product.&nbsp;</li>➘</ul>"
QID65_Choice1,Percentage price (%),Prezzo percentuale (%),Preço percentual (%),Yüzde fiyatı (%),Precio porcentual (%),Procentpris (%),Percentage prijs (%)
QID122_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_yUwaKjSCU0VJ63p"" style=""width: 680px; height: 500px;"" width=""680"" />",,,,,,
QID123_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_oIbZ7vv5znjAMn0"" style=""width: 610px; height: 500px;"" width=""610"" />",,,,,,
QID124_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_x3GaYryRIVhMxsF"" style=""width: 748px; height: 500px;"" width=""748"" />",,,,,,
QID125_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_axkundvmBn6IU7f"" style=""width: 547px; height: 500px;"" width=""547"" />",,,,,,
QID126_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_nV1bIrt5O7yxfVT"" style=""width: 424px; height: 500px;"" width=""424"" />&nbsp;","<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_nV1bIrt5O7yxfVT"" style=""width: 424px; height: 500px;"" width=""424"" />&nbsp;","<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_nV1bIrt5O7yxfVT"" style=""width: 424px; height: 500px;"" width=""424"" />&nbsp;","<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_nV1bIrt5O7yxfVT"" style=""width: 424px; height: 500px;"" width=""424"" />&nbsp;","<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_nV1bIrt5O7yxfVT"" style=""width: 424px; height: 500px;"" width=""424"" />&nbsp;","<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_nV1bIrt5O7yxfVT"" style=""width: 424px; height: 500px;"" width=""424"" />&nbsp;","<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_nV1bIrt5O7yxfVT"" style=""width: 424px; height: 500px;"" width=""424"" />&nbsp;"
QID127_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_Jqb8L4CdtqasSoP"" style=""width: 500px; height: 500px;"" width=""500"" />",,,,,,
QID128_QuestionText,"<p>The&nbsp;<strong>shoes</strong>&nbsp;in the picture are&nbsp;<strong>second-hand</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Please, rate the product in the picture on the following dimensions, from 0 (not at all) to 100 (extremely).&nbsp;</p>➘➘<ul>➘</ul>","<p>Le <strong>scarpe</strong> nella foto sono <strong>di seconda mano</strong>.<br />➘<br />➘Ti preghiamo di valutare il prodotto nella foto sulle seguenti dimensioni, da 0 (per niente) a 100 (estremamente).</p>➘","<p>Os&nbsp;<strong>sapatos</strong>&nbsp;na imagem são&nbsp;<strong>de segunda mão</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Por favor, avalie o produto na imagem nas seguintes dimensões, de 0 (nada) a 100 (extremamente).&nbsp;</p>➘➘<ul>➘</ul>","<p>Resimdeki <strong>Ayakkabılar</strong> <strong>ikinci eldir</strong>.</p>➘➘<p> </p>➘➘<p>Lütfen, resimdeki ürünleri aşağıdaki boyutlarda 0 (hiç) ile 100 (son derece) arasında değerlendiriniz. </p>➘➘<ul>➘</ul>➘","<p>Los&nbsp;<strong>zapatos</strong>&nbsp;en la imagen son&nbsp;<strong>de segunda mano</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Por favor, evalúa el producto en la imagen en las siguientes dimensiones, de 0 (nada) a 100 (extremadamente).&nbsp;</p>➘➘<ul>➘</ul>","<p>Skorna på bilden är <strong>begagnade</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Vänligen betygsätt produkten på bilden enligt följande dimensioner, från 0 (inte alls) till 100 (extremt).&nbsp;</p>➘➘<ul>➘</ul>","<p>De&nbsp;<strong>schoenen</strong>&nbsp;op de foto zijn&nbsp;<strong>tweedehands</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Beoordeel alsjeblieft het product op de foto op de volgende dimensies, van 0 (helemaal niet) tot 100 (uiterst).&nbsp;</p>➘➘<ul>➘</ul>"
QID128_Choice1,Appealing,Attraente,Atraente,Çekici,Atractivo,Tilltalande,Aantrekkelijk
QID128_Choice3,Clean/hygienic,Pulito/igienico,Limpo/higiênico,Temiz/hijyenik,Limpio/higiénico,Ren/hygienisk,Schoon/hygiënisch
QID128_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","Eu me sentiria confortável em usá-la, mesmo sabendo que outra pessoa já a usou",Bir başkasının giymiş olduğunu bilsem bile onu giymekten rahat hissederdim,"Me sentiría cómodo(a) usándolo, incluso sabiendo que otra persona lo ha usado","Jag skulle känna mig bekväm med att bära den, även om jag visste att någon annan hade haft den på sig","Ik zou me er prettig bij voelen om het te dragen, zelfs als ik wist dat iemand anders het al had gedragen"
QID128_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","Eu gostaria de tê-lo, mesmo sabendo que outra pessoa já o usou",Bir başkasının giymiş olduğunu bilsem bile onu sahip olmak isterdim,"Me gustaría tenerlo, incluso sabiendo que otra persona lo ha usado","Jag skulle vilja ha den, även om jag visste att någon annan hade haft den på sig","Ik zou het graag hebben, zelfs als ik wist dat iemand anders het al had gedragen"
QID129_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand shoes, as a percentage of their original price </strong>when they were new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per le <strong>scarpe di seconda mano, come percentuale del loro prezzo originale</strong> da nuove?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","<p>Qual é o <b>preço mais alto</b> que você estaria disposto a pagar pelos <strong>sapatos de segunda mão, como uma porcentagem do preço original</strong> quando eram novos?</p>➘➘<p>&nbsp;</p>➘➘<p>Use o controle deslizante para indicar sua resposta, onde:</p>➘➘<ul>➘ <li><b>0</b> significa que você não compraria o produto de segunda mão a nenhum preço.</li>➘ <li><b>100</b> significa que você pagaria tanto pelo produto de segunda mão quanto pelo produto novo.&nbsp;</li>➘</ul>","<p><b>İkinci el Ayakkabılar</b> için, <strong>yeni fiyatının yüzdesi olarak</strong> ödemeye hazır olduğunuz <b>en yüksek fiyat</b> nedir?</p>➘➘<p> </p>➘➘<p>Cevabınızı belirtmek için kaydırıcıyı kullanınız; burada:</p>➘➘<ul>➘	<li><b>0</b> ikinci el ürünü hiçbir fiyata satın almayacağınız anlamına gelir.</li>➘	<li><b>100</b> ikinci el ürün için yeni ürünle aynı miktarı ödeyeceğiniz anlamına gelir. </li>➘</ul>➘","<p>¿Cuál es el <b>precio más alto</b> que estarías dispuesto a pagar por los <strong>zapatos de segunda mano, como porcentaje de su precio original</strong> cuando eran nuevos?</p>➘➘<p>&nbsp;</p>➘➘<p>Usa el deslizador para indicar tu respuesta, donde:</p>➘➘<ul>➘ <li><b>0</b> significa que no comprarías el producto de segunda mano a ningún precio.</li>➘ <li><b>100</b> significa que pagarías tanto por el producto de segunda mano como por el producto nuevo.&nbsp;</li>➘</ul>","<p>Vad är det <b>högsta priset</b> du skulle vara villig att betala för de <strong>begagnade skorna, som en procentandel av deras ursprungliga pris</strong> när de var nya?</p>➘➘<p>&nbsp;</p>➘➘<p>Använd skjutreglaget för att ange ditt svar, där:</p>➘➘<ul>➘ <li><b>0</b> betyder att du inte skulle köpa den begagnade produkten till något pris.</li>➘ <li><b>100</b> betyder att du skulle betala lika mycket för den begagnade produkten som för den nya produkten.&nbsp;</li>➘</ul>","<p>Wat is de <b>hoogste prijs</b> die je zou willen betalen voor de <strong>tweedehands schoenen, als percentage van hun oorspronkelijke prijs</strong> toen ze nieuw waren?</p>➘➘<p>&nbsp;</p>➘➘<p>Gebruik de slider om je antwoord aan te geven, waarbij:</p>➘➘<ul>➘ <li><b>0</b> betekent dat je het tweedehands product voor geen enkele prijs zou kopen.</li>➘ <li><b>100</b> betekent dat je net zoveel zou betalen voor het tweedehands product als voor het nieuwe product.&nbsp;</li>➘</ul>"
