PhraseID,EN,IT,PT-BR,TR,ES-ES,SV,NL
QID29_Choice3,"Clean/hygienic","Pulito/igienico","","","","",""
QID29_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID29_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID30_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand hat, as a percentage of its original price </strong>when it was new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per il <strong>cappello di seconda mano, come percentuale del suo prezzo originale</strong> da nuovo?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","","","","",""
QID30_Choice1,"Percentage price (%)","Prezzo percentuale (%)","","","","",""
QID58_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_ANT9aaq1cmcW6R7"" style=""width: 419px; height: 500px;"" width=""419"" />","","","","","",""
QID130_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_yQonckqJWX3p52t"" style=""width: 382px; height: 500px;"" width=""382"" />","","","","","",""
QID60_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_1lWROpLtUifF6H9"" style=""height: 500px; width: 500px;"" width=""500"" />","","","","","",""
QID61_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_seBqTkZW9SNbEbX"" style=""width: 505px; height: 500px;"" width=""505"" />","","","","","",""
QID62_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_FMKaCVx2d3WstEf"" style=""width: 414px; height: 500px;"" width=""414"" />","","","","","",""
QID63_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_yT6GiKDi2z1G0te"" style=""width: 408px; height: 500px;"" width=""408"" />","","","","","",""
QID64_QuestionText,"<p>The&nbsp;<strong>socks</strong>&nbsp;in the picture are&nbsp;<strong>second-hand</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Please, rate the product in the picture on the following dimensions, from 0 (not at all) to 100 (extremely).&nbsp;</p>➘➘<ul>➘</ul>","<p>I <strong>calzini</strong> nella foto sono <strong>di seconda mano</strong>.<br />➘<br />➘Ti preghiamo di valutare il prodotto nella foto sulle seguenti dimensioni, da 0 (per niente) a 100 (estremamente).</p>➘","","","","",""
QID64_Choice1,"Appealing","Attraente","","","","",""
QID64_Choice3,"Clean/hygienic","Pulito/igienico","","","","",""
QID64_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID64_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID65_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand socks, as a percentage of their original price </strong>when they were new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per i <strong>calzini di seconda mano, come percentuale del loro prezzo originale</strong> da nuovi?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","","","","",""
QID65_Choice1,"Percentage price (%)","Prezzo percentuale (%)","","","","",""
QID122_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_yUwaKjSCU0VJ63p"" style=""width: 680px; height: 500px;"" width=""680"" />","","","","","",""
QID123_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_oIbZ7vv5znjAMn0"" style=""width: 610px; height: 500px;"" width=""610"" />","","","","","",""
QID124_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_x3GaYryRIVhMxsF"" style=""width: 748px; height: 500px;"" width=""748"" />","","","","","",""
QID125_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_axkundvmBn6IU7f"" style=""width: 547px; height: 500px;"" width=""547"" />","","","","","",""
QID126_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_nV1bIrt5O7yxfVT"" style=""width: 424px; height: 500px;"" width=""424"" />&nbsp;","","","","","",""
QID127_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_Jqb8L4CdtqasSoP"" style=""width: 500px; height: 500px;"" width=""500"" />","","","","","",""
QID128_QuestionText,"<p>The&nbsp;<strong>shoes</strong>&nbsp;in the picture are&nbsp;<strong>second-hand</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Please, rate the product in the picture on the following dimensions, from 0 (not at all) to 100 (extremely).&nbsp;</p>➘➘<ul>➘</ul>","<p>Le <strong>scarpe</strong> nella foto sono <strong>di seconda mano</strong>.<br />➘<br />➘Ti preghiamo di valutare il prodotto nella foto sulle seguenti dimensioni, da 0 (per niente) a 100 (estremamente).</p>➘","","","","",""
QID128_Choice1,"Appealing","Attraente","","","","",""
QID128_Choice3,"Clean/hygienic","Pulito/igienico","","","","",""
QID128_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID128_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID129_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand shoes, as a percentage of their original price </strong>when they were new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per le <strong>scarpe di seconda mano, come percentuale del loro prezzo originale</strong> da nuove?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","","","","",""
QID129_Choice1,"Percentage price (%)","Prezzo percentuale (%)","","","","",""
QID106_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_87CvHNUqrAEjq8W"" style=""width: 399px; height: 500px;"" width=""399"" />","","","","","",""
QID107_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_NW1przxCgv1XWJx"" style=""width: 410px; height: 500px;"" width=""410"" />","","","","","",""
QID108_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_Ybp5Paj2PFMHJud"" style=""width: 375px; height: 500px;"" width=""375"" />","","","","","",""
QID109_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_a3jmMrBP9umFZfc"" style=""width: 442px; height: 500px;"" width=""442"" />","","","","","",""
QID110_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_IqEpn11a0rNKolv"" style=""width: 493px; height: 500px;"" width=""493"" />","","","","","",""
QID111_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_E22d8QRqKFmM6wy"" style=""width: 364px; height: 500px;"" width=""364"" />","","","","","",""
QID112_QuestionText,"<p>The&nbsp;<strong>pants</strong>&nbsp;in the picture are&nbsp;<strong>second-hand</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Please, rate the product in the picture on the following dimensions, from 0 (not at all) to 100 (extremely).&nbsp;</p>➘➘<ul>➘</ul>","<p>I <strong>pantaloni</strong> nella foto sono <strong>di seconda mano</strong>.<br />➘<br />➘Ti preghiamo di valutare il prodotto nella foto sulle seguenti dimensioni, da 0 (per niente) a 100 (estremamente).</p>➘","","","","",""
QID112_Choice1,"Appealing","Attraente","","","","",""
QID112_Choice3,"Clean/hygienic","Pulito/igienico","","","","",""
QID112_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID112_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID113_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand pants, as a percentage of their original price </strong>when they were new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per i <strong>pantaloni di seconda mano, come percentuale del loro prezzo originale</strong> da nuovi?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","","","","",""
QID113_Choice1,"Percentage price (%)","Prezzo percentuale (%)","","","","",""
QID82_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_OOwmtGtrbGZryZH"" style=""height: 500px; width: 500px;"" width=""500"" />","","","","","",""
QID83_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_nE1fv2I0S9Pu2KC"" style=""width: 406px; height: 500px;"" width=""406"" />","","","","","",""
QID84_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_bLfLqBu01tqs572"" style=""width: 500px; height: 500px;"" width=""500"" />","","","","","",""
QID85_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_YdRxybYrcCntEMg"" style=""width: 518px; height: 500px;"" width=""518"" />","","","","","",""
QID86_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_2BIPetrFL4d9o0J"" style=""width: 450px; height: 500px;"" width=""450"" />","","","","","",""
QID87_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_8ZCShu4NVEFWVmE"" style=""width: 500px; height: 500px;"" width=""500"" />","","","","","",""
QID88_QuestionText,"<p>The&nbsp;<strong>backpack</strong>&nbsp;in the picture is&nbsp;<strong>second-hand</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Please, rate the product in the picture on the following dimensions, from 0 (not at all) to 100 (extremely).&nbsp;</p>➘➘<ul>➘</ul>","<p>Lo <strong>zaino</strong> nella foto è <strong>di seconda mano</strong>.<br />➘<br />➘Ti preghiamo di valutare il prodotto nella foto sulle seguenti dimensioni, da 0 (per niente) a 100 (estremamente).</p>➘","","","","",""
QID88_Choice1,"Appealing","Attraente","","","","",""
QID88_Choice3,"Clean/hygienic","Pulito/igienico","","","","",""
QID88_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID88_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID89_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand backpack, as a percentage of its original price </strong>when it was new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per lo <strong>zaino di seconda mano, come percentuale del suo prezzo originale</strong> da nuovo?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","","","","",""
QID89_Choice1,"Percentage price (%)","Prezzo percentuale (%)","","","","",""
QID114_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_t03gyUXVmTQ3feD"" style=""width: 515px; height: 500px;"" width=""515"" />","","","","","",""
QID115_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_VL668Ptv5OoHgCL"" style=""width: 468px; height: 500px;"" width=""468"" />","","","","","",""
QID116_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_wWob1o9hXSWTnCi"" style=""width: 365px; height: 500px;"" width=""365"" />","","","","","",""
QID117_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_cykrOvRpDJCZtHa"" style=""width: 457px; height: 500px;"" width=""457"" />","","","","","",""
QID118_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_ZKSzDagO3aNSRBg"" style=""width: 375px; height: 500px;"" width=""375"" />","","","","","",""
QID119_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_CuYMm3eqokN1xUq"" style=""width: 500px; height: 500px;"" width=""500"" />","","","","","",""
QID120_QuestionText,"<p>The&nbsp;<strong>sweater</strong>&nbsp;in the picture is&nbsp;<strong>second-hand</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Please, rate the product in the picture on the following dimensions, from 0 (not at all) to 100 (extremely).&nbsp;</p>➘➘<ul>➘</ul>","<p>Il <strong>maglione</strong> nella foto è <strong>di seconda mano</strong>.<br />➘<br />➘Ti preghiamo di valutare il prodotto nella foto sulle seguenti dimensioni, da 0 (per niente) a 100 (estremamente).</p>➘","","","","",""
QID120_Choice1,"Appealing","Attraente","","","","",""
QID120_Choice3,"Clean/hygienic","Pulito/igienico","","","","",""
QID120_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID120_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID121_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand sweater, as a percentage of its original price </strong>when it was new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn’t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per il <strong>maglione di seconda mano, come percentuale del suo prezzo originale</strong> da nuovo?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","","","","",""
QID121_Choice1,"Percentage price (%)","Prezzo percentuale (%)","","","","",""
QID90_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_zmx5Q9UqXgW2EUN"" style=""width: 859px; height: 500px;"" width=""859"" />","","","","","",""
QID91_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_9trXjGX1kONs3Yi"" style=""width: 828px; height: 500px;"" width=""828"" />","","","","","",""
QID92_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_EesCByCy3ui0wTf"" style=""width: 926px; height: 500px;"" width=""926"" />","","","","","",""
QID93_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_htKLFLVHixvAGtm"" style=""width: 845px; height: 500px;"" width=""845"" />","","","","","",""
QID94_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_1vIbxMMFwtwq3wX"" style=""width: 827px; height: 500px;"" width=""827"" />","","","","","",""
QID95_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_Gj2sd6uWozymYn8"" style=""width: 820px; height: 500px;"" width=""820"" />","","","","","",""
QID96_QuestionText,"<p>The&nbsp;<strong>blazer</strong>&nbsp;in the picture is&nbsp;<strong>second-hand</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Please, rate the product in the picture on the following dimensions, from 0 (not at all) to 100 (extremely).&nbsp;</p>➘➘<ul>➘</ul>","<p>Il <strong>blazer</strong> nella foto è <strong>di seconda mano</strong>.<br />➘<br />➘Ti preghiamo di valutare il prodotto nella foto sulle seguenti dimensioni, da 0 (per niente) a 100 (estremamente).</p>➘","","","","",""
QID96_Choice1,"Appealing","Attraente","","","","",""
QID96_Choice3,"Clean/hygienic","Pulito/igienico","","","","",""
QID96_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID96_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID97_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand blazer, as a percentage of its original price </strong>when it was new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per il <strong>blazer di seconda mano, come percentuale del suo prezzo originale</strong> da nuovo?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","","","","",""
QID97_Choice1,"Percentage price (%)","Prezzo percentuale (%)","","","","",""
QID98_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_TFX7RUZxl5tYLWg"" style=""width: 445px; height: 500px;"" width=""445"" />","","","","","",""
QID99_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_E0kghghznSKdkCe"" style=""width: 503px; height: 500px;"" width=""503"" />","","","","","",""
QID100_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_ViXXy1kr4kDzR30"" style=""width: 506px; height: 500px;"" width=""506"" />","","","","","",""
QID101_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_DfVpcdg3ijQGTrK"" style=""width: 401px; height: 500px;"" width=""401"" />","","","","","",""
QID102_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_xcuQD8VnAMFHSnx"" style=""width: 457px; height: 500px;"" width=""457"" />","","","","","",""
QID103_QuestionText,"<img height=""500"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_4fDdybLEAwpDIKY"" style=""width: 502px; height: 500px;"" width=""502"" />","","","","","",""
QID104_QuestionText,"<p>The&nbsp;<strong>coat</strong>&nbsp;in the picture is&nbsp;<strong>second-hand</strong>.</p>➘➘<p>&nbsp;</p>➘➘<p>Please, rate the product in the picture on the following dimensions, from 0 (not at all) to 100 (extremely).&nbsp;</p>➘➘<ul>➘</ul>","<p>Il <strong>cappotto</strong> nella foto è <strong>di seconda mano</strong>.<br />➘<br />➘Ti preghiamo di valutare il prodotto nella foto sulle seguenti dimensioni, da 0 (per niente) a 100 (estremamente).</p>➘","","","","",""
QID104_Choice1,"Appealing","Attraente","","","","",""
QID104_Choice3,"Clean/hygienic","Pulito/igienico","","","","",""
QID104_Choice4,"I would feel comfortable wearing it, even knowing someone else has worn it","Mi sentirei a mio agio a indossarlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID104_Choice5,"I would like to have it, even knowing someone else has worn it","Mi piacerebbe averlo, pur sapendo che qualcun altro lo ha già indossato","","","","",""
QID105_QuestionText,"<p>What is the <b>highest price </b>you would be willing to pay for the <strong>second-hand coat, as a percentage of its original price </strong>when it was new?</p>➘➘<p>&nbsp;</p>➘➘<p>Use the slider to indicate your response, where:</p>➘➘<ul>➘	<li><b>0</b> means you wouldn&rsquo;t buy the second-hand product at any price.</li>➘	<li><b>100</b> means you would pay as much for the second-hand product as for the new product.&nbsp;</li>➘</ul>","<p>Qual è il <strong>prezzo massimo</strong> che saresti disposto/a a pagare per il <strong>cappotto di seconda mano, come percentuale del suo prezzo originale</strong> da nuovo?<br />➘<br />➘Usa il cursore per indicare la tua risposta, dove:</p>➘➘<ul>➘	<li><strong>0</strong> significa che non acquisteresti il prodotto di seconda mano a nessun prezzo.</li>➘	<li><strong>100</strong> significa che pagheresti il prodotto di seconda mano tanto quanto un prodotto nuovo.</li>➘</ul>➘","","","","",""
QID105_Choice1,"Percentage price (%)","Prezzo percentuale (%)","","","","",""
QID183_QuestionText,"The following questions assess your <strong>feelings about germs</strong>. Please indicate how much you agree with each statement.","","","","","","De volgende vragen gaan over je <strong>gevoelens over ziekteverwekkers</strong>. Geef alsjeblieft aan in hoeverre je het eens bent met elke uitspraak."
QID184_QuestionText,"It really bothers me when people sneeze without covering their mouths.","","","","","",""
QID184_Choice1,"Strongly disagree","","","","","",""
QID184_Choice2,"Disagree","","","","","",""
QID184_Choice3,"Somewhat disagree","","","","","",""
QID184_Choice4,"Neither agree nor disagree","","","","","",""
QID184_Choice5,"Somewhat agree","","","","","",""
QID184_Choice6,"Agree","","","","","",""
QID184_Choice7,"Strongly agree","","","","","",""
QID185_QuestionText,"I am comfortable sharing a water bottle with a friend.","","","","","",""
QID185_Choice1,"Strongly disagree","","","","","",""
QID185_Choice2,"Disagree","","","","","",""
QID185_Choice3,"Somewhat disagree","","","","","",""
QID185_Choice4,"Neither agree nor disagree","","","","","",""
QID185_Choice5,"Somewhat agree","","","","","",""
QID185_Choice6,"Agree","","","","","",""
QID185_Choice7,"Strongly agree","","","","","",""
QID186_QuestionText,"I do not like to write with a pencil someone else has obviously chewed on.","","","","","",""
QID186_Choice1,"Strongly disagree","","","","","",""
QID186_Choice2,"Disagree","","","","","",""
QID186_Choice3,"Somewhat disagree","","","","","",""
QID186_Choice4,"Neither agree nor disagree","","","","","",""
QID186_Choice5,"Somewhat agree","","","","","",""
QID186_Choice6,"Agree","","","","","",""
QID186_Choice7,"Strongly agree","","","","","",""
QID187_QuestionText,"I prefer to wash my hands pretty soon after shaking someone's hand.","","","","","",""
QID187_Choice1,"Strongly disagree","","","","","",""
QID187_Choice2,"Disagree","","","","","",""
QID187_Choice3,"Somewhat disagree","","","","","",""
QID187_Choice4,"Neither agree nor disagree","","","","","",""
QID187_Choice5,"Somewhat agree","","","","","",""
QID187_Choice6,"Agree","","","","","",""
QID187_Choice7,"Strongly agree","","","","","",""
QID188_QuestionText,"I dislike wearing used clothes because you do not know what the last person who wore it was like.","","","","","",""
QID188_Choice1,"Strongly disagree","","","","","",""
QID188_Choice2,"Disagree","","","","","",""
QID188_Choice3,"Somewhat disagree","","","","","",""
QID188_Choice4,"Neither agree nor disagree","","","","","",""
QID188_Choice5,"Somewhat agree","","","","","",""
QID188_Choice6,"Agree","","","","","",""
QID188_Choice7,"Strongly agree","","","","","",""
QID189_QuestionText,"My hands do not feel dirty after touching money.","","","","","",""
QID189_Choice1,"Strongly disagree","","","","","",""
QID189_Choice2,"Disagree","","","","","",""
QID189_Choice3,"Somewhat disagree","","","","","",""
QID189_Choice4,"Neither agree nor disagree","","","","","",""
QID189_Choice5,"Somewhat agree","","","","","",""
QID189_Choice6,"Agree","","","","","",""
QID189_Choice7,"Strongly agree","","","","","",""
QID190_QuestionText,"It does not make me anxious to be around sick people.","","","","","",""
QID190_Choice1,"Strongly disagree","","","","","",""
QID190_Choice2,"Disagree","","","","","",""
QID190_Choice3,"Somewhat disagree","","","","","",""
QID190_Choice4,"Neither agree nor disagree","","","","","",""
QID190_Choice5,"Somewhat agree","","","","","",""
QID190_Choice6,"Agree","","","","","",""
QID190_Choice7,"Strongly agree","","","","","",""
QID191_QuestionText,"I avoid using public telephones because of the risk that I may catch something from the previous user.","","","","","",""
QID191_Choice1,"Strongly disagree","","","","","",""
QID191_Choice2,"Disagree","","","","","",""
QID191_Choice3,"Somewhat disagree","","","","","",""
QID191_Choice4,"Neither agree nor disagree","","","","","",""
QID191_Choice5,"Somewhat agree","","","","","",""
QID191_Choice6,"Agree","","","","","",""
QID191_Choice7,"Strongly agree","","","","","",""
QID11_QuestionText,"The following questions assess your <strong>susceptibility to illness</strong>. Please indicate how much you agree with each statement.","","","","","","De volgende vragen gaan over je <strong>vatbaarheid voor ziekten</strong>. Geef alsjeblieft aan in hoeverre je het eens bent met elke uitspraak."
QID20_QuestionText,"If an illness is “going around”, I will get it. ","","","","","",""
QID20_Choice1,"Strongly disagree","","","","","",""
QID20_Choice2,"Disagree","","","","","",""
QID20_Choice3,"Somewhat disagree","","","","","",""
QID20_Choice4,"Neither agree nor disagree","","","","","",""
QID20_Choice5,"Somewhat agree","","","","","",""
QID20_Choice6,"Agree","","","","","",""
QID20_Choice7,"Strongly agree","","","","","",""
QID21_QuestionText,"My past experiences make me believe I am not likely to get sick even when my friends are sick.&nbsp;","","","","","",""
QID21_Choice1,"Strongly disagree","","","","","",""
QID21_Choice2,"Disagree","","","","","",""
QID21_Choice3,"Somewhat disagree","","","","","",""
QID21_Choice4,"Neither agree nor disagree","","","","","",""
QID21_Choice5,"Somewhat agree","","","","","",""
QID21_Choice6,"Agree","","","","","",""
QID21_Choice7,"Strongly agree","","","","","",""
QID178_QuestionText,"I have a history of susceptibility to infectious disease.","","","","","",""
QID178_Choice1,"Strongly disagree","","","","","",""
QID178_Choice2,"Disagree","","","","","",""
